Network          Next Hop            Metric LocPrf Weight Path

Route Distinguisher: 7303:646

*>i  10.124.217.8/29  181.89.4.205             0    100      0 ?

*>i  10.124.217.80/28 181.89.4.205             0    100      0 ?

*>i  10.124.217.96/27 181.96.61.7              0    100      0 65011 ?

*>i  10.124.217.128/28

                       181.88.69.129            0    100      0 ?

*>i  10.124.217.144/28

                       181.88.69.129            0    100      0 ?

*>i  10.124.217.192/27

     Network          Next Hop            Metric LocPrf Weight Path

                       186.153.154.31           0    100      0 ?

*>i  10.124.218.0/28  181.88.79.4              0    100      0 ?

*>i  10.124.218.16/29 181.88.79.4              0    100      0 ?

*>i  10.124.218.24/29 181.88.79.4              0    100      0 ?

*>i  10.124.218.32/29 181.88.79.4              0    100      0 ?

*>i  10.124.218.40/29 181.88.79.4              0    100      0 ?

*>i  10.124.218.48/29 181.88.79.120            0    100      0 ?

*>i  10.124.218.60/31 181.88.172.197           0    100      0 ?

*>i  10.124.218.72/31 181.88.79.66             0    100      0 ?

*>i  10.124.218.76/31 181.96.23.155            0    100      0 ?

*>i  10.124.218.192/27

                       181.89.4.203             0    100      0 65011 ?

*>i  10.124.219.0/27  181.89.4.205             0    100      0 ?

*>i  10.124.219.24/32 181.89.4.205             0    100      0 ?

*>i  10.124.219.32/27 181.89.4.205             0    100      0 ?

*>i  10.124.219.64/28 181.89.4.205             0    100      0 ?

*>i  10.124.219.96/28 181.89.4.205             0    100      0 ?

*>i  10.124.219.160/29

                       181.89.4.205             0    100      0 ?

*>i  10.124.219.192/28

                       181.89.4.205             0    100      0 ?

*>i  10.124.219.208/28

                       181.89.4.205             0    100      0 ?

*>i  10.124.219.224/28

                       181.89.4.205             0    100      0 ?

*>i  10.124.219.241/32

                       181.89.4.205             0    100      0 ?

*>i  10.124.219.242/32

                       181.89.4.205             0    100      0 ?

*>i  10.124.219.249/32

                       181.89.4.205             0    100      0 ?

*>i  10.124.220.1/32  181.88.79.4              0    100      0 65011 ?

*>i  10.124.220.2/32  181.88.79.4              0    100      0 65011 ?

*>i  10.124.220.8/29  181.88.79.4              0    100      0 65011 ?

*>i  10.124.220.16/29 181.88.79.4              0    100      0 65011 ?

*>i  10.124.220.32/29 181.88.79.4              0    100      0 ?

*>i  10.124.220.32/27 181.88.69.136            0    100      0 ?

*>i  10.124.220.40/29 181.88.79.4              0    100      0 ?

*>i  10.124.220.64/26 181.89.4.205             0    100      0 ?

*>i  10.124.220.81/32 181.89.4.205             0    100      0 ?

*>i  10.124.220.128/27

                       181.88.79.4              0    100      0 65011 ?

*>i  10.124.220.160/30

     Network          Next Hop            Metric LocPrf Weight Path

                       181.96.61.7              0    100      0 ?

*>i  10.124.220.168/29

                       181.96.61.7              0    100      0 ?

*>i  10.124.220.193/32

                       181.96.61.21             0    100      0 ?

*>i  10.124.220.194/32

                       181.96.61.21             0    100      0 ?

*>i  10.124.220.200/29

                       181.96.61.21             0    100      0 ?

*>i  10.124.221.64/27 181.96.23.193            0    100      0 ?

*>i  10.124.221.96/27 181.88.69.151            0    100      0 ?

*>i  10.124.221.128/27

                       181.88.69.150            0    100      0 ?

*>i  10.124.221.160/27

                       200.3.64.96              0    100      0 ?

*>i  10.124.221.224/27

                       181.88.79.4              0    100      0 ?

*>i  10.124.222.32/27 181.96.61.7              0    100      0 ?

*>i  10.124.222.64/27 181.88.69.151            0    100      0 ?

*>i  10.124.222.96/27 181.96.23.17             0    100      0 ?

*>i  10.124.222.128/27

                       181.96.23.17             0    100      0 ?

*>i  10.124.222.160/27

                       181.96.23.17             0    100      0 ?

*>i  10.124.222.192/27

                       181.88.69.153            0    100      0 ?

*>i  10.124.222.224/27

                       181.88.69.153            0    100      0 ?

*>i  10.124.223.192/29

                       181.88.69.151            0    100      0 ?

*>i  10.124.223.200/29

                       181.96.61.7              0    100      0 ?

*>i  10.124.223.208/29

                       181.88.69.150            0    100      0 ?

*>i  10.124.223.232/29

                       181.88.79.82             0    100      0 ?

*>i  10.124.224.21/32 181.89.4.205            62    100      0 ?

*>i  10.124.224.25/32 181.89.4.205            42    100      0 ?

*>i  10.124.224.26/32 181.89.4.205            52    100      0 ?

*>i  10.124.224.27/32 181.89.4.205            42    100      0 ?

*>i  10.124.224.28/32 181.89.4.205            52    100      0 ?

*>i  10.124.224.30/32 181.89.4.205            52    100      0 ?

*>i  10.124.224.31/32 181.89.4.205            52    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.124.224.32/29 181.88.79.69             0    100      0 ?

*>i  10.124.224.41/32 181.89.4.205            72    100      0 ?

*>i  10.124.224.44/30 181.88.79.66             0    100      0 ?

*>i  10.124.224.48/32 181.89.4.205            92    100      0 ?

*>i  10.124.224.49/32 181.89.4.205            92    100      0 ?

*>i  10.124.224.50/32 181.89.4.205            72    100      0 ?

*>i  10.124.224.51/32 181.89.4.205            82    100      0 ?

*>i  10.124.224.52/32 181.89.4.205            42    100      0 ?

*>i  10.124.224.53/32 181.89.4.205            42    100      0 ?

*>i  10.124.224.56/32 181.88.69.150            0    100      0 ?

*>i  10.124.224.56/29 181.88.69.150            0    100      0 ?

*>i  10.124.224.58/32 181.96.23.17             0    100      0 ?

*>i  10.124.224.59/32 181.96.23.17             0    100      0 ?

*>i  10.124.224.63/32 181.89.4.205            52    100      0 ?

*>i  10.124.224.64/32 181.89.4.205            62    100      0 ?

*>i  10.124.224.66/32 181.89.4.205            72    100      0 ?

*>i  10.124.224.67/32 181.89.4.205            82    100      0 ?

*>i  10.124.224.68/32 181.89.4.205            62    100      0 ?

*>i  10.124.224.69/32 181.89.4.205           102    100      0 ?

*>i  10.124.224.70/32 181.89.4.205            72    100      0 ?

*>i  10.124.224.71/32 181.89.4.205           132    100      0 ?

*>i  10.124.224.72/32 181.89.4.205            72    100      0 ?

*>i  10.124.224.73/32 181.88.79.4              0    100      0 ?

*>i  10.124.224.74/32 181.88.79.4              0    100      0 ?

*>i  10.124.224.75/32 181.89.4.205             0    100      0 ?

*>i  10.124.224.76/32 181.89.4.205             0    100      0 ?

*>i  10.124.224.80/32 181.89.4.205            72    100      0 ?

*>i  10.124.224.83/32 181.88.79.88             0    100      0 ?

*>i  10.124.224.84/32 181.88.79.88             0    100      0 ?

*>i  10.124.224.85/32 181.88.79.88             0    100      0 ?

*>i  10.124.224.86/32 181.89.4.205            72    100      0 ?

*>i  10.124.224.91/32 181.96.23.17             0    100      0 ?

*>i  10.124.224.92/32 181.96.23.17             0    100      0 ?

*>i  10.124.224.94/32 181.96.61.21             0    100      0 ?

*>i  10.124.224.95/32 181.96.61.21             0    100      0 ?

*>i  10.124.224.96/32 181.89.4.205            72    100      0 ?

*>i  10.124.224.109/32

                       181.89.4.205            72    100      0 ?

*>i  10.124.224.110/32

                       181.88.79.72            62    100      0 ?

*>i  10.124.224.111/32

                       181.89.4.205            82    100      0 ?

*>i  10.124.224.113/32

     Network          Next Hop            Metric LocPrf Weight Path

                       181.89.4.205            12    100      0 ?

*>i  10.124.224.116/32

                       181.89.4.205            22    100      0 ?

*>i  10.124.224.117/32

                       181.89.4.205            32    100      0 ?

*>i  10.124.224.118/32

                       181.89.4.205            12    100      0 ?

*>i  10.124.224.130/31

                       181.96.23.17             0    100      0 ?

*>i  10.124.224.132/32

                       181.88.79.86             0    100      0 ?

*>i  10.124.224.134/32

                       181.88.79.86             0    100      0 ?

*>i  10.124.224.135/32

                       181.88.79.72             0    100      0 ?

*>i  10.124.224.136/32

                       181.88.79.72             0    100      0 ?

*>i  10.124.224.138/32

                       181.89.4.205            42    100      0 ?

*>i  10.124.224.139/32

                       181.88.79.72             0    100      0 65011 ?

*>i  10.124.224.140/32

                       181.96.61.7              0    100      0 ?

*>i  10.124.224.141/32

                       181.88.79.72             0    100      0 65011 ?

*>i  10.124.224.142/32

                       181.88.79.72             0    100      0 65011 ?

*>i  10.124.224.144/29

                       181.88.79.4              0    100      0 ?

*>i  10.124.224.145/32

                       181.96.61.7              0    100      0 ?

*>i  10.124.224.148/32

                       181.88.79.4              0    100      0 65011 ?

*>i  10.124.224.150/32

                       200.3.61.23              0    100      0 ?

*>i  10.124.224.151/32

                       200.3.61.23              0    100      0 ?

*>i  10.124.224.152/32

                       181.96.23.81             0    100      0 ?

*>i  10.124.224.160/32

                       181.89.4.205             0    100      0 ?

*>i  10.124.224.161/32

                       181.89.4.205             0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.124.224.166/32

                       181.89.4.205            82    100      0 ?

*>i  10.124.224.170/32

                       181.88.69.153            0    100      0 ?

*>i  10.124.224.171/32

                       181.88.69.153            0    100      0 ?

*>i  10.124.224.173/32

                       181.89.4.205            62    100      0 ?

*>i  10.124.224.175/32

                       181.89.4.205            82    100      0 ?

*>i  10.124.224.178/32

                       181.89.4.205            73    100      0 ?

*>i  10.124.224.179/32

                       181.89.4.205            53    100      0 ?

*>i  10.124.224.182/32

                       181.89.4.205            73    100      0 ?

*>i  10.124.224.194/32

                       181.89.4.205            72    100      0 ?

*>i  10.124.224.198/32

                       181.89.4.205            72    100      0 ?

*>i  10.124.224.200/32

                       181.89.4.205            82    100      0 ?

*>i  10.124.224.216/32

                       181.89.4.205            82    100      0 ?

*>i  10.124.225.36/30 181.89.4.205             0    100      0 ?

*>i  10.124.225.40/30 181.89.4.205             0    100      0 ?

*>i  10.124.225.72/30 181.88.69.153            0    100      0 ?

*>i  10.124.225.76/30 181.88.79.81             0    100      0 ?

*>i  10.124.225.80/30 181.88.79.72             0    100      0 ?

*>i  10.124.225.104/31

                       181.88.79.66             0    100      0 ?

*>i  10.124.225.148/30

                       181.89.4.205             0    100      0 ?

*>i  10.124.225.180/30

                       181.88.69.153            0    100      0 ?

*>i  10.124.225.252/30

                       181.89.4.205            43    100      0 ?

*>i  10.124.226.0/28  181.88.79.69             0    100      0 ?

*>i  10.124.226.48/28 181.88.69.150            0    100      0 ?

*>i  10.124.226.80/28 181.96.23.17             0    100      0 ?

*>i  10.124.226.96/29 181.88.79.120            0    100      0 ?

*>i  10.124.227.0/29  181.88.69.150            0    100      0 ?

*>i  10.124.227.8/29  181.88.69.150            0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.124.227.48/29 181.89.4.205            72    100      0 ?

*>i  10.124.227.56/29 181.88.79.72             0    100      0 ?

*>i  10.124.227.80/29 181.88.79.4              0    100      0 ?

*>i  10.124.227.152/29

                       181.88.69.151            0    100      0 ?

*>i  10.124.227.160/27

                       181.88.69.150            0    100      0 ?

*>i  10.124.227.192/29

                       181.88.79.85             0    100      0 ?

*>i  10.124.227.224/28

                       181.89.4.205             0    100      0 ?

*>i  10.124.228.8/29  181.88.69.151            0    100      0 ?

*>i  10.124.228.24/29 181.88.79.88             0    100      0 ?

*>i  10.124.228.40/29 181.96.61.21             0    100      0 ?

*>i  10.124.228.48/29 181.88.69.151            0    100      0 ?

*>i  10.124.228.56/29 181.88.69.151            0    100      0 ?

*>i  10.124.228.64/29 181.88.69.151            0    100      0 ?

*>i  10.124.228.72/29 181.88.69.150            0    100      0 ?

*>i  10.124.228.128/29

                       181.88.79.72             0    100      0 ?

*>i  10.124.228.152/29

                       181.88.69.150            0    100      0 ?

*>i  10.124.228.160/29

                       181.88.69.150            0    100      0 ?

*>i  10.124.228.176/29

                       181.88.79.72             0    100      0 ?

*>i  10.124.228.184/29

                       181.89.4.37              0    100      0 ?

*>i  10.124.228.224/29
